Date,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx,BORROW
1962-08-01,-0.08406380828244893,-0.2087766699090618,0.01741276185262804,1.7775564756296396,0.08229675881994242,-0.0922671515654213,-0.1908616320213548,-0.3809446408587786,-1.2363534273606085,-0.5087301584126507,-1.3758465776613729,0.457397717975283,0.002840043640347669,0.23962433015686677,-0.0804275651055903,0.015133670419053974,-0.09900620819777134,-1.7579410437257463,-0.06618451384873256,2.8292352099709874,0.9630346745973472,0.6860124400288615,-0.1276904120455391,0.601246643800544,0.6188964618926802,0.34560628373409163,-0.03588973111526454,0.6789166533863495,-0.016232723224844592,0.040032591129333946,-0.005402184561156026,0.474224445967428,-0.07434730433841104,-0.01653900110733521,-0.08924209821879421,0.1544300267718149,0.11357068042799207,-0.026688868797832853,-0.0015307768760468323,0.011671337220550344,0.0894206180556053,0.8639793248256267,0.3566429946554647,-0.7277706563244499,-0.0010269370940796483,0.5272140912241021,0.053509340334473916,0.3507834507592619,0.29593463557796734,0.20683074154695524,0.1193229994571451,-0.01466477138281964,-0.7110661747301394,0.46754149747792956,0.35787298432796333,0.06609406060331414,-0.47195014825900783,-0.08428034828075663,0.03604137318140999,0.22229940495401573,-0.3701144777582226,-0.192490427640655,-0.1213803148140488,0.3532420289429168,0.43774907220499154,0.3885449636277231,0.5762480626572691,-0.6079523494767322,0.3134618246058263,0.4304489767783364,-0.12746183729537222,-0.24610210024823773,-0.2349159015850259,-0.22376855133813386,-0.2824441401400243,-0.10883256790833482,0.03979509982125973,0.04064021086181539,0.7062405065516337,0.4770394795233405,0.5011775737529373,0.3154443684709834,0.08804287627277328,0.038945714603403785,-0.31144526512293325,-0.4467786323585277,0.11812475555871402,0.030248107206893467,-0.008658191633634432,-0.12562459632033782,-0.0033997805472698876,0.5247543533199303,-0.0005403328151180074,-0.33928655391085666,-0.0008011739584160551,-0.07637261797430357,0.3454271003975645,-0.6698025290691151,0.19854572468470924,-1.37691039966087,0.40061890732185634,0.008370146173671517,-1.3641116647959657,-0.005392155944009925,0.6250651630266335,0.8065343114432585,0.22644383585073471,-0.377798886506629,0.2616907429523166,0.02812092660966101,-0.046169236984616606,-0.48992951599301693,-0.03721462639366006,0.34048204006283045,0.45758607954498964,-0.46518059373639686,-1.0296153827386432,-0.03631475013964428
1962-09-01,-0.17610813696552205,-0.1973331492588711,1.0671555629901075,-1.526083777250521,-0.12126492134091406,0.47206171027826954,0.47696322028958477,0.22562064222673195,0.47240869358485893,0.32669819377516124,0.671537727831368,-0.27113837142541625,0.6018374590640393,0.37598739960097566,0.4352223015885074,0.5095256810065963,-0.15573872552247475,1.4303884316848523,0.47191613060269455,0.41498086995642214,0.33755032087494014,-0.22418507291179599,-0.48217424250032137,0.03461385070680974,-0.33554103503794197,0.13236964961165262,1.3030014865754276,-1.554967199027477,-0.07391120032317237,0.19179454514169997,0.4200883368635461,-0.2711729576292917,0.05872482967252029,0.6037078990068713,0.6144221800420442,0.5068285786959742,0.09804166811968766,0.06201020654239614,-0.3020471970533436,0.20809836137461235,0.08785583812997892,0.4864424732063241,-0.002413010789279157,0.7103737482051404,-0.0010269370940796483,-1.5960891416907264,-0.8579664953598349,-1.094991916925476,-1.2969907754409882,-0.3210963678067361,0.28349219834450673,-0.24007738648092083,0.9441815776061461,-0.20456657564104364,0.17671431538544236,0.4609369522905825,0.49720955740651496,-0.11531764529529254,0.08858193067982009,-0.1685604415226785,-0.2008825795254848,0.001508915408881846,0.3993738573195337,0.6372392929854287,0.05174460367226358,0.007056667576865383,-0.44338410649523513,0.34633321245873505,-0.5280146836658811,-0.06665464721750752,0.07608314434823571,-0.10283139400043736,-0.15880437707671186,-0.34516551954257674,-0.03272525687896808,-0.0011577932756205896,-0.13802804892959605,-0.14123237188219015,0.8800063003873643,0.46268256140654246,0.4610948611036411,0.1690455530254504,0.10281263950770977,0.05730019834385935,-0.31144526512293325,-0.4467786323585277,0.08462810272693685,-0.2976609906680181,-0.010344174145742216,-0.0916976825106689,1.3610210195848484,1.0424608812475922,-0.0005403328151180074,0.594998527860356,-0.0008011739584160551,-0.0737864141036347,0.8709622378948878,1.0031485008408594,0.19661185754357438,-1.3709388632204076,0.7966683848354534,0.013549711186079129,-0.010395911212115652,-0.015901724745330303,1.2473203999359632,0.8038958593913271,1.4043137372769319,-0.47517014503239974,1.4791408514533382,-0.8738507105964203,-0.00617439690492122,-0.5066201977441573,2.140715535215541,-0.5002271643700814,-0.0658533712871774,-0.19387947133787065,0.7019685426045796,-0.0378479031790182
1962-10-01,0.21263019067595296,0.14557445849822165,-0.9543910766694451,1.4952789589530229,0.6803369578333718,-0.09309887288939796,-0.5226846028992272,-0.07811448911033986,-0.33634742372380383,0.05564738157214194,-0.6976367113330144,0.05718102983508119,-0.1976651695947727,0.026783155092526326,-0.6769648786048429,-0.38014540084901066,-0.07068429763998607,-0.01605586077875388,-0.4957638140946646,-1.5003596604703975,-0.3758955436619963,-0.4517344511469574,-0.009529135227279077,-0.5179771896996801,-0.3600417683171031,-0.9113511371538429,-0.7735616508570906,-0.6343786931232814,-0.00016669265672581484,-0.05292918688459404,-0.06371393227952907,-0.21925262496340872,-0.2073757812263524,0.049863810886062086,0.2158046187656807,-0.33819016856808165,0.005567698685515174,-0.11615334318872964,-0.5271540372377962,-0.17187413188518197,0.4185333399216961,0.4501666239756132,-0.7205250216787669,-0.7277706563244499,-0.7650681350893361,1.8941082120946962,0.006489480850412457,1.1030488979113413,3.211803724288086,-0.3305477482810988,-0.6024650999299896,0.47721914945800586,-0.9081146635080851,-0.36175708498317916,-0.8323178587568496,0.12248997107953583,0.012629704573753585,-0.060948009123278225,0.19911623963427216,0.9089977025883026,-0.03198088987464059,-0.04771841788994005,0.4411728476831239,0.6942649871557157,0.5310693153141415,0.33949355025435973,-1.0836953963191631,1.114997388829177,-0.947153459555626,-0.007002212338005949,-0.1478163354597326,-0.10283139400043617,-0.23491590158502718,-0.19948915769724593,-0.18879955891712893,-0.18061575099681146,-0.1824838361173142,-0.18670051756819583,0.7062405065516337,0.4052548889393501,0.34084672315575276,0.062573687246881,0.05850334980290029,0.026709392109766743,-0.33203989036470305,-0.46639407567699487,0.054904532240936416,-0.04028516169844477,0.043788092165462214,-0.07811728485799228,-0.6815311614989549,-0.5207875626200671,0.0003916934663179892,-0.2622214555627856,-0.0008011739584160551,0.4204203878434693,-0.35913467943768734,0.3338362575389063,-0.19943401304537273,1.3352189789701339,-0.3961531945381965,-0.4817456318219781,-1.3586199022228804,-0.005392155944009925,-0.0030573535915763266,-0.007426718779122031,-0.36049915410779704,-0.9707584306462258,-0.16481955374713106,0.1263401055368679,-2.3854528571268587,0.0009122787802463498,-2.1866114973087885,0.0081589249308959,0.10012679362397423,1.2532398381755845,1.970147354083201,-0.0375785739079731
1962-11-01,0.08349601420822707,0.38146971003532126,1.3341405347054085,0.7218073217421838,0.019432869286190993,0.2427975302610373,0.4744806050028943,0.22350582216254727,0.4698549459407573,-0.04428938724562261,0.39575281193507195,-0.20552861426974162,0.5946595491154718,0.30053708868639806,0.9258019736323455,0.6046303633144643,0.2990427703999439,0.33373368926418734,0.5763069046135225,-0.6100399899569702,-0.8220160699164799,0.6860124400288615,-0.9548193497733617,0.8676468715403067,-0.5109955016098704,0.31829953920430537,1.4235483372085125,-1.7955866286130178,-0.07699583691995036,-0.20484530281979563,-0.3716131822045899,-0.6028369394136663,-0.008008912899773249,-0.3917033793911484,-0.39295664437049205,-0.338980767739083,-0.047898057810442866,-0.13400689611463965,-0.6881975097368646,0.11419280230389364,0.4154915640384157,0.6498433531107517,0.7156990001002086,0.7103737482051404,0.7630142609011769,0.672282453896074,0.3864110189231575,0.5752327543540304,-0.7995269091957817,1.3722573737338986,0.7372299946475366,-0.0447932910672792,-0.08747104737736935,0.6250900391962597,1.069902280063097,-0.6695343664417105,-0.9565300010917832,-0.04552737209303651,0.3661018518777706,0.8133133976210072,-0.5377068519854126,-0.3840863877397838,0.18090944176805432,0.7039998512934438,0.5714201799919217,0.34453792323654986,1.7540106335746428,-1.5115986003600697,1.205585171459588,0.07253436750132894,-0.08675284096665063,0.20758846953646296,0.12027121278710866,0.04330477871163837,-0.12636983810186497,-0.03704938481985962,-0.13802804892960005,-0.14123237188219423,0.5076510278822274,0.4770394795233405,0.3542076273721848,0.035955720802238654,-0.0005757031368456108,-0.003881414124325863,-0.36808048453780007,-0.5007211014843124,0.01865967407892869,0.03630548513309652,0.04707041362982523,0.0173350556402991,-0.34551559643185237,-0.004645021402904376,-0.28527385248923376,0.19880455673004022,-0.0008011739584160551,0.2846720666446162,-0.006780974528583884,-0.32900939624086484,0.20251207386493889,-0.0004755773547387026,0.8001991075397535,0.013549711186079129,1.3110243505825954,-0.005392155944009925,-0.0030573535915763266,-0.007426718779122031,0.22812034864561204,1.3281700028121601,-0.027180757731322346,0.07239420153933213,-0.03566365047720171,-0.5177630488827143,-0.008931671642432505,0.21888476024031564,0.34899647752420304,-0.598858729388631,-1.8219843062431076,-0.03509187115560201
1962-12-01,0.16474474417973703,0.4585728802869342,0.36755176399918954,-2.519030177109641,-0.3221049099287028,-0.20536048068982457,-0.08059855968435543,0.12143118959000099,0.26547793657485447,0.15406969241000407,0.5296423162342504,-0.5979743897422538,-0.6880495013758642,-0.5206387000136352,-0.6855643747162259,-0.08590157888228929,-0.09874286858749735,0.6277916376494684,-0.1924798267706826,-0.4736388508635023,0.04478782611914553,-0.45173445114695926,0.34495469522750105,-0.46687119860838966,0.6521775619834879,0.1618501711540454,-0.7478747446353543,2.0707079747789465,0.05135904037368176,-0.34071241503773075,-0.3723394697710418,-0.3214111238825078,-1.03711486144154,-0.071844903532787,0.03302450447143679,-0.3044661473538658,-0.2546955177837178,-0.1873081757685689,-0.001282472187385863,-0.15838472013676752,0.08196286409932713,-1.031252570611957,-1.7976930380129736,-0.008698454059654807,-0.7650681350893361,-0.476276236855709,1.1173152382015983,-1.0045139816558708,-0.21886615904131804,-1.0956260442386228,-0.03385671534550939,-0.36275830402979714,0.5870123472567649,-0.7331061608043443,0.2998792569595253,-0.5547468758676998,0.9817894102392903,-0.05343798048715287,0.5295435746253513,0.9603524230239209,0.5597528889216323,0.15146620096776303,-0.05148616226180907,0.4489499000199902,0.2633743800789739,0.2115196878068652,1.0309931431203594,-0.8923246413817408,0.6606878768299252,-0.026886357297839076,0.1167921406769573,0.08819621432996312,0.04415968827879361,0.019025385070749207,-0.12636983810186497,-0.21650734254105047,-0.04911647455416771,-0.18670051756819583,0.6814168217179579,0.5488240701073309,0.3942903400214809,0.062573687246881,-0.022730347989250357,-0.034472220358418404,-0.36808048453780007,-0.5154326839731628,0.07813317656083,0.040806151520222725,0.06019852902861478,-0.09174890066075657,-0.34347003958204797,-0.7893579293831787,-0.28434182620779236,-0.5313744263754745,-0.0008011739584160551,-0.4400842710243408,-0.27461441285374594,-0.3333339315036286,0.2031796521207829,-0.03494835437639135,-0.79806655212231,-0.48303044608330964,-1.353172517710824,-0.005392155944009925,-0.0030573535915763266,-0.007426718779122031,-0.24427998086536645,-0.435223040691154,-0.14643427784326557,-0.07335321336299604,-0.00617439690492122,0.44705036490677147,-1.0717271591927844,-0.24403833003637507,0.5239215119048712,0.6660975242905235,-0.6934019080368182,-0.034591797360767965
1963-01-01,0.28338682409799976,-0.7739950826582547,-0.36939436093786915,0.9392691881460667,-0.04457745210900672,0.5755348924719048,0.9106239134766586,1.2196405451092829,1.0620529301046615,0.2507520379178826,1.6121985436666568,-0.46878116707887707,0.1974456393946167,0.09402980801519473,-0.4562829054343431,0.40196843268620686,0.7157681893629566,1.0084065525476134,0.340238559548274,0.9815655675130134,0.10356353246943094,0.45846306179369795,0.2267934184092431,-0.05050193661383189,0.5083711752873652,0.6027919327811793,0.23489464208027258,0.8364846918303843,-0.08117648123659656,0.022756558748667943,0.2871277599952753,-0.1512605830510862,0.2944107602321191,0.315674316114587,0.3381288004895888,0.2254000041263555,-0.08198881626428962,-0.790323104893604,0.7493469333342564,0.05358228691855439,0.5752579601574426,2.228658847949375,1.4338110109896711,-0.7277706563244499,0.7630142609011769,-2.543428422318945,-2.28796904123146,-2.4095290305492267,-1.1957927367379504,0.8690588203651368,0.12689410627881226,0.31709844738689374,-1.8304543577585906,0.906172266069373,0.5201606507221855,-0.44025469706709863,0.012629704573753585,-0.05356858151462117,0.2853250770123212,0.4157427092373969,-0.8660006381917013,-0.1442330910570827,-0.08000437644007162,0.792231438839186,0.3582868670031926,-0.08813090459424305,0.8990372414821095,-0.8986322777169916,0.5635186488077559,-0.026886357297840068,0.09643764251259611,0.08819621432996312,0.12027121278710766,0.06758417235252728,0.06091932434392694,-0.10883256790833482,-0.13802804892960005,-0.05029608051018692,0.8303589307200127,0.6206086606913214,0.4744557653200731,0.1158096201361657,-0.0005757031368456108,-0.046708542852055446,-0.37837779715868497,-0.5154326839731628,0.15441501209085337,0.039297472481382906,0.06182751201293695,0.05145147036567588,-0.686605576251181,-0.2646504732318902,0.28326116057755635,-0.20020494569743416,-0.0008011739584160551,0.14296431935394527,0.2540100485929024,1.0060585763680658,-0.8052778727931627,1.3240181530874757,0.39828574995564,-0.9834918306179335,1.305790989303403,-0.8027780978083608,-0.6351365540010685,0.8012744571553472,0.1949173312447644,-0.15703496959009036,0.23767795069619174,-0.03919441672062888,-0.035416839429350574,-1.8928709862473752,-0.03198319237452068,-0.19463557413864555,-0.12760397158292852,0.1382003300250275,-0.02895336278516588,-0.03803572686574542
1963-02-01,-0.6397357699111726,0.03621140640005612,-0.8036609137032105,0.8879960255773376,-0.7847385188893317,1.0137364108568943,0.6808891219994482,0.6091235744193507,0.9490395548587459,0.2473169438533,1.3208953713765774,0.7196793404503987,1.1783976598864616,0.5706457833739581,1.7439984589946564,0.5919991709707065,0.3932663108644291,1.080208763327952,0.5501466267139156,0.15045819830705343,-0.30540121050582203,0.45846306179369795,0.34495469522750105,0.5030926086106837,0.14553079578913125,0.12586764961890365,-0.5795244956587555,1.2472477685204741,-0.11739671667329761,0.11070053010448616,-0.272307593239439,-0.02459701183402872,-0.941232505068977,0.005655323429027673,0.1090894136169234,-0.23419799198217703,0.3729046114219462,0.8975844073064296,0.22165825289058122,0.0015682462386768293,0.24243324992158655,0.5062940557489779,-0.361469016234023,0.7103737482051404,-0.0010269370940796483,2.0479157741738243,1.7174372587896463,3.662783569855672,0.34661277688880693,0.09311313054862835,-0.5114721372870061,-0.3853541260885441,-0.4159836119333153,0.13560469962494484,-0.5570717006148062,-0.2118097905845153,-0.9565300010917832,-0.046029233424005264,0.39003106577574675,0.6214496544137694,-0.7898326231834937,-0.2899702475394682,-0.19646168572591938,0.7455698793022587,0.7798702983871584,1.119745437945711,0.1810660793819439,-0.24890516916386862,0.04616541275198709,0.15207094734066387,-0.1885253317884542,0.016560861206062226,0.04415968827879361,-0.07809218949280426,0.24820848678971885,0.3218665306225235,-0.09357226174188188,-0.09576422619619263,0.4083562885475242,0.5201102338737348,0.3942903400214809,-0.030589195309367222,-0.0005757031368456108,-0.040590381605236925,-0.4298643602631095,-0.5644712922693307,0.06698044769982735,0.0378010209490212,0.014266500613495383,0.01047682970976993,-0.34347003958204797,-0.26387313457837547,-0.28434182620779236,-0.13566431448199787,-0.0008011739584160551,0.0666680386222652,-0.2784038904792114,-0.0033692716366723763,-0.001419648846889529,-1.3591498952234145,-0.3996632391107262,0.013549711186079129,-0.010395911212115652,-0.005392155944009925,-0.010872493599187303,-1.643333171241072,-0.6079138344149858,0.19744825432266475,-0.42693065725349827,-0.4695692107081559,1.136855011283234,4.314092201587355,-0.031781404255556193,-0.2564717438669532,-0.18691596388923212,-1.2246382101949,-0.5059978798907663,-0.03680324819557936
1963-03-01,0.1510359929175175,0.3334432130341186,0.3021608723099225,-0.9442454732617559,0.19410881639556984,0.45150380575715415,-0.1908616320213548,-0.08153990131339708,0.2544957136840977,-0.01308459035474426,0.5097128237759269,-0.5963689427828968,1.1584393464513725,0.6288409942070509,1.2431441346000696,0.3935456976711498,-0.4464255344382389,-0.0660495953261392,0.3164564887304916,0.36028500785558676,0.5804415751057106,-0.45173445114695926,0.4631159720457632,-0.6645189412981396,-0.14731041434090666,-0.6094603323570014,-0.8244633796186512,-0.009038071247317769,-0.09961088569708187,0.031217517888044534,0.011329868672302203,0.10248499339323479,-0.7459682288980424,0.28210741036265974,0.10902961537785867,0.6502718683367266,0.088612698470708,0.09532595828556739,0.338005589301896,0.3019987971241827,0.40433152408691786,0.07155977109825994,0.3566429946554647,-0.008698454059654807,-0.0010269370940796483,0.6173771712207171,0.2068251967157205,-0.048156968107235125,1.5385201203461878,-0.5340629429413803,0.5945569751297715,-0.15392431723656433,2.730850226141421,-0.5659257606894021,0.08310336048696534,-0.3764929469638284,0.012629704573753585,-0.06912914750072736,0.4355476943589235,0.7125216174417488,-0.11551977629293878,-0.14546414556176587,-0.24232816202124996,0.22860003540311716,0.7100787345859172,0.4640590216717499,-0.29949617140191953,0.20462505305089346,-0.3685209473908623,-0.046770502257673395,0.17785563517003927,-0.07895294295913681,-0.0826928525683968,0.04330477871163837,0.06091932434392694,0.03473379826861844,-0.004660687366453993,-0.05029608051018692,0.6814168217179579,0.5057533157569367,0.38092943580504884,0.022646737579917482,0.0289638233330273,-0.022235897864781428,-0.4195670476422246,-0.5595674314397139,0.10876270893909454,0.04381930898874539,-0.008710560988045126,-0.00997627856088138,-0.00441950133181457,-0.5324898024370548,-0.0005403328151180074,-0.2727831057563268,-0.0008011739584160551,-0.07548961963965449,-0.2764289467610193,-0.3355070754207174,0.20053539100119694,-1.3533311437028637,0.00106627770872175,0.5114213657673268,-1.3477689755058235,-0.013196588448949826,-0.6311798702097862,-0.007426718779122031,-0.8119005600005047,-0.1574725626852819,-0.43434915473541064,-0.7136190630685123,-0.03986729333609096,-2.4540062075092095,1.017136425777168,-0.09621253836265259,-0.10075892198303903,-1.1307589204838777,-0.5122644143188375,-0.037317057111745044
1963-04-01,0.007510832887278464,0.06747069976945917,0.12120943056698716,1.6730083992633056,-0.03647909788802723,0.7747228109983174,0.9985413999461438,0.30902595445855535,0.25317087487171824,0.17922699645713774,0.24335219574677647,0.3843515684222888,0.6617978179991207,1.2181838355203005,-0.3420474986907386,1.058913561395979,-0.4243811822503181,-2.304517214599624,1.0515728145883947,0.8865151911445506,0.4920550650356864,0.003364305323369354,-0.009529135227279077,0.027302778073552348,-0.2917548634724295,-0.23431047001441213,-0.1838804214881956,-0.23212385737349742,0.02085921043126952,0.565345783257693,0.888156797306927,0.34688315042686885,2.1246725663289956,0.4584468592105738,0.42817815264304454,0.47231395831075695,0.3972164413973308,1.0300800928816816,0.3790933529587626,0.659422499394421,0.23769812408511587,0.2367963557801728,0.7156990001002086,-1.4468428585892488,-0.0010269370940796483,1.198566215457686,1.331468307620193,1.2694838951816523,-0.43044323967844494,0.3705969770953228,0.36099228212599793,-0.07139112485121553,1.2045878292154548,0.7517512601537752,-0.6780465926707029,-0.5724863509772221,-0.4719501482590172,-0.0539296075720563,0.3106424849283733,0.9398098154303312,-0.031485577001769904,-0.046233576764289505,0.2958273993551931,0.562281505811141,0.7644595271188804,0.5707056761897861,1.1369020416626026,-0.9885950049076303,0.8251795082144464,-0.16607537201667574,-0.04604384463792905,0.016560861206062226,0.06953019644823129,0.18898114055696894,0.1857787659744549,0.1424085729013327,0.08425088700897389,-0.05029608051018692,0.8303589307200127,0.6349655788081194,0.5278993821858013,0.23559046913705628,0.1323521659775827,0.051182037097040826,-0.36808048453780007,-0.5252404056323964,0.07811679785480714,0.2917847428240791,0.03886267585679067,-0.11210529521098103,-0.002373944482004524,0.26005234899762947,-0.0005403328151180074,0.40525958236593346,-0.0008011739584160551,0.14140469784259863,-0.6250276389831806,0.33312423886228254,-0.8039470866909636,-0.0004755773547387026,-0.39848635190441284,-0.4843219433951685,1.300598917031691,-0.005392155944009925,-0.625336860648025,-0.007426718779122031,-0.4580724240294192,0.5115971712052229,-0.4490117092928321,-0.06924462440445603,-1.1732676524774017,-3.267328733596943,-0.008931671642432505,0.44337123715557847,0.3350397196473058,-0.798836995274513,-0.3613695762297481,-0.03735816326014982
1963-05-01,0.1314573289578241,0.29401393742558257,-0.2558860602241863,0.3309742345381711,-0.708327009356426,1.0888650224365055,0.23685182328661664,-0.17903897372605426,0.05808874299645882,0.43126729681026194,-0.5463245763440232,-0.40035103277592377,1.9781102848573775,1.8402715994618821,1.1684610767683685,0.6650936185992101,0.37040246934944954,0.814977816858427,0.6252479029806907,0.2347047507706739,-0.2552878481881012,0.45846306179369795,-0.009529135227279077,0.6144880977339506,-0.46684851006160877,0.9841100005007019,1.150099515256875,0.2625611081475557,-0.058821569236737196,-0.13956383493894678,0.434552230639777,0.11957910073614991,0.35512237927235546,0.46844064479574926,0.5027519825368287,0.3306568080845028,-0.4119492677444182,-1.240256111112598,-0.3022480672521466,-1.074740534778689,0.7254390263517791,0.40110400141668984,-0.002413010789279157,1.429445950469939,-0.0010269370940796483,-0.3864240269630253,-0.945945022921059,0.12524942558318183,-0.29885187312347306,0.2615259787993324,0.7631578396955814,0.4023972447696087,-0.5346243585772559,0.8159825982771295,0.9247753890981409,-0.0038187720674562843,0.49720955740652434,-0.03886221486629715,0.4125138811238382,0.6964598932080045,-0.1171708569190974,-0.0959757544735104,-0.025100367477024165,1.164312957865971,0.3209881811690165,0.10345735114561848,0.374613737844835,-0.3070631368002818,0.23580859654693476,0.1918392372603313,-0.1478163354597326,0.06431776328866354,0.06953019644823129,0.01902538507075042,-0.06394011728660101,-0.14472415945257386,0.03979509982125973,-0.09576422619619263,0.4083562885475242,0.5344671519905329,0.434373052670777,0.1158096201361657,0.0437335865679638,-0.034472220358418404,-0.41441839133178215,-0.5840867355877978,0.024318316481257755,0.238355921121086,0.019158841526907142,0.003672409958578803,0.6828835233524373,0.7894657506640392,0.5661367094425714,-0.13682343267194633,-0.0008011739584160551,0.21413477015435287,-0.009134303003143029,-0.3311886782358197,0.19988503993563794,-0.028598550168718657,0.00106627770872175,-0.48303044608330964,-1.3424087484430836,-0.7975234856869314,0.6192221534648723,-0.8213877490015026,0.36636413040783616,0.11572690171081,0.3239760729880531,-0.1301043324992277,1.1275050512988622,2.8097651637922914,-0.0359954640642483,0.510872363437462,0.38836979584734876,-0.8544522030033813,0.1625013904686033,-0.035754889348394894
